time,seconds_elapsed,z,y,x
1782846773103329500,0.06332958984375,-1.135772705078125,-0.6329193115234375,0.1299285888671875
1782846773113333800,0.073333740234375,-1.2909088134765625,-0.728759765625,0.156005859375
1782846773123338800,0.0833388671875,-1.5006103515625,-0.752532958984375,0.1563720703125
1782846773133343700,0.09334375,-1.8037261962890625,-0.74871826171875,0.159912109375
1782846773143347700,0.10334765625,-2.0777130126953125,-0.7497406005859375,0.1934967041015625
1782846773153352700,0.113352783203125,-2.2141571044921875,-0.754730224609375,0.2286834716796875
1782846773163357700,0.123357666015625,-2.273529052734375,-0.83538818359375,0.2683258056640625
1782846773173361700,0.133361572265625,-2.315032958984375,-0.986114501953125,0.2691802978515625
1782846773183366700,0.14336669921875,-2.2545013427734375,-1.06256103515625,0.2706298828125
1782846773193371600,0.15337158203125,-2.1844024658203125,-1.034912109375,0.2982635498046875
1782846773203375900,0.1633759765625,-2.172698974609375,-0.9631195068359375,0.240447998046875
1782846773213380900,0.173380859375,-2.140350341796875,-0.886871337890625,0.143463134765625
1782846773223385900,0.1833857421875,-2.049530029296875,-0.77178955078125,0.082733154296875
1782846773233389800,0.193389892578125,-1.913360595703125,-0.5930938720703125,0.0871124267578125
1782846773243394800,0.203394775390625,-1.778533935546875,-0.41009521484375,0.1166534423828125
1782846773253399800,0.21339990234375,-1.601531982421875,-0.26507568359375,0.1298980712890625
1782846773263403800,0.22340380859375,-1.3871307373046875,-0.158660888671875,0.1367340087890625
1782846773273408800,0.23340869140625,-1.1340484619140625,-0.0953826904296875,0.1226959228515625
1782846773283413800,0.243413818359375,-0.8668060302734375,-0.0829010009765625,0.1011810302734375
1782846773293418800,0.253418701171875,-0.624176025390625,-0.1199951171875,0.0813751220703125
1782846773303422700,0.263422607421875,-0.403778076171875,-0.1673736572265625,0.059326171875
1782846773313427700,0.273427734375,-0.2182159423828125,-0.18798828125,0.0395355224609375
1782846773323432700,0.2834326171875,-0.06634521484375,-0.1616973876953125,0.03326416015625
1782846773333436700,0.293436767578125,0.0308074951171875,-0.1086578369140625,0.02191162109375
1782846773343441700,0.303441650390625,0.07342529296875,-0.0575408935546875,-0.0018463134765625
1782846773353446700,0.31344677734375,0.06927490234375,-0.014862060546875,-0.011962890625
1782846773363451000,0.323450927734375,0.0058441162109375,0.051605224609375,-0.003143310546875
1782846773373456000,0.333455810546875,-0.109466552734375,0.11273193359375,-0.0102691650390625
1782846773383460900,0.3434609375,-0.1926422119140625,0.172210693359375,-0.0045013427734375
1782846773393464800,0.35346484375,-0.181427001953125,0.2010040283203125,0.0117340087890625
1782846773403469800,0.3634697265625,-0.1162872314453125,0.18597412109375,0.016815185546875
1782846773413474800,0.373474853515625,-0.0611724853515625,0.1479644775390625,0.0130615234375
1782846773423478800,0.383478759765625,-0.029205322265625,0.0965728759765625,0.018585205078125
1782846773433483800,0.39348388671875,0.033660888671875,0.0514373779296875,0.009765625
1782846773443488800,0.40348876953125,0.093048095703125,0.017333984375,-0.00390625
1782846773453493000,0.413492919921875,0.125701904296875,-0.0070648193359375,-0.0189361572265625
1782846773463498000,0.423498046875,0.134063720703125,-0.0184478759765625,-0.023284912109375
1782846773473503000,0.4335029296875,0.12518310546875,-0.02099609375,-0.0216522216796875
1782846773483506700,0.443506591796875,0.093597412109375,-0.0086669921875,-0.0052490234375
1782846773493511700,0.45351171875,0.0338287353515625,0.00634765625,0.0078277587890625
1782846773503516700,0.4635166015625,-0.036865234375,0.0189971923828125,0.0094757080078125
1782846773513520600,0.473520751953125,-0.1092987060546875,0.031097412109375,0.0341796875
1782846773523525600,0.483525634765625,-0.180877685546875,0.023162841796875,0.04779052734375
1782846773533530600,0.493530517578125,-0.2528839111328125,-0.03765869140625,0.0514984130859375
1782846773543534800,0.503534912109375,-0.35009765625,-0.119232177734375,0.061614990234375
1782846773553539800,0.513539794921875,-0.481842041015625,-0.1972808837890625,0.035919189453125
1782846773563544800,0.523544921875,-0.685028076171875,-0.2514190673828125,0.0308074951171875
1782846773573549800,0.5335498046875,-0.9119415283203125,-0.3000030517578125,0.0462493896484375
1782846773583553800,0.5435537109375,-1.13189697265625,-0.337738037109375,0.1022186279296875
1782846773593558800,0.553558837890625,-1.317047119140625,-0.340911865234375,0.215728759765625
1782846773603563800,0.563563720703125,-1.467437744140625,-0.328216552734375,0.3367156982421875
1782846773613567700,0.573567626953125,-1.6282501220703125,-0.376983642578125,0.409210205078125
1782846773623572700,0.58357275390625,-1.73309326171875,-0.584991455078125,0.3131256103515625
1782846773633577700,0.59357763671875,-1.7430877685546875,-0.976043701171875,0.0950164794921875
1782846773643582000,0.60358203125,-1.579620361328125,-1.2387542724609375,-0.042633056640625
1782846773653587000,0.6135869140625,-1.38812255859375,-1.222137451171875,-0.0172119140625
1782846773663592000,0.623592041015625,-1.5971832275390625,-1.0388031005859375,0.1629486083984375
1782846773673595600,0.633595703125,-2.04168701171875,-0.6702880859375,0.4386749267578125
1782846773683600600,0.6436005859375,-2.2691497802734375,-0.315765380859375,0.691131591796875
1782846773693605600,0.653605712890625,-2.24456787109375,-0.115936279296875,0.7229766845703125
1782846773703609600,0.663609619140625,-2.1901092529296875,-0.120025634765625,0.465728759765625
1782846773713614600,0.673614501953125,-2.06134033203125,-0.2905120849609375,0.168243408203125
1782846773723619600,0.68361962890625,-1.820770263671875,-0.60003662109375,-0.01531982421875
1782846773733623800,0.693623779296875,-1.425933837890625,-0.934051513671875,0.00274658203125
1782846773743628800,0.70362890625,-0.9715576171875,-1.0721435546875,0.1905517578125
1782846773753633800,0.7136337890625,-0.685546875,-1.024566650390625,0.3489990234375
1782846773763637800,0.7236376953125,-0.72479248046875,-0.892822265625,0.3697662353515625
1782846773773642800,0.733642822265625,-0.9229736328125,-0.71661376953125,0.304901123046875
1782846773783647700,0.743647705078125,-1.098663330078125,-0.527435302734375,0.212249755859375
1782846773793652000,0.75365185546875,-1.2170867919921875,-0.36590576171875,0.1565093994140625
1782846773803657000,0.763656982421875,-1.2628631591796875,-0.26214599609375,0.094207763671875
1782846773813662000,0.773661865234375,-1.2162628173828125,-0.173828125,0.0413970947265625
1782846773823666200,0.783666259765625,-1.1265106201171875,-0.1046295166015625,0.0055999755859375
1782846773833671200,0.793671142578125,-0.9964599609375,-0.0659942626953125,-0.0317840576171875
1782846773843676200,0.80367626953125,-0.84808349609375,-0.06646728515625,-0.0718536376953125
1782846773853679900,0.813679931640625,-0.6890869140625,-0.0689239501953125,-0.0849456787109375
1782846773863685000,0.82368505859375,-0.5528717041015625,-0.0959320068359375,-0.114288330078125
1782846773873690000,0.833690185546875,-0.4290924072265625,-0.1287994384765625,-0.1558380126953125
1782846773883695000,0.843695068359375,-0.3302001953125,-0.14971923828125,-0.178619384765625
1782846773893698800,0.85369873046875,-0.267669677734375,-0.167205810546875,-0.1726531982421875
1782846773903703800,0.863703857421875,-0.2509002685546875,-0.1873626708984375,-0.1467132568359375
1782846773913708800,0.873708740234375,-0.273193359375,-0.19476318359375,-0.1067657470703125
1782846773923713000,0.883713134765625,-0.315185546875,-0.1869049072265625,-0.0641937255859375
1782846773933718000,0.893718017578125,-0.3399658203125,-0.193695068359375,-0.0013580322265625
1782846773943723000,0.903722900390625,-0.36614990234375,-0.1915130615234375,0.090087890625
1782846773953727000,0.91372705078125,-0.409423828125,-0.1717376708984375,0.1784210205078125
1782846773963732000,0.92373193359375,-0.4638671875,-0.1483154296875,0.22454833984375
1782846773973737000,0.933737060546875,-0.543182373046875,-0.1074066162109375,0.2254791259765625
1782846773983741000,0.943740966796875,-0.6295318603515625,-0.0513153076171875,0.214385986328125
1782846773993746000,0.953745849609375,-0.6923980712890625,-0.0064239501953125,0.1900787353515625
1782846774003751000,0.9637509765625,-0.7513580322265625,0.0223388671875,0.161865234375
1782846774013755100,0.973755126953125,-0.7707977294921875,0.0316619873046875,0.1330413818359375
1782846774023760100,0.983760009765625,-0.7462310791015625,0.0149993896484375,0.101318359375
1782846774033765000,0.99376513671875,-0.7068939208984375,-0.00958251953125,0.052734375
1782846774043769000,1.00376904296875,-0.6998291015625,-0.041015625,0.0016632080078125
1782846774053774000,1.013774169921875,-0.7425689697265625,-0.091766357421875,-0.038177490234375
1782846774063779000,1.023779052734375,-0.818634033203125,-0.1583251953125,-0.097686767578125
1782846774073783000,1.033782958984375,-0.963470458984375,-0.2223358154296875,-0.136627197265625
1782846774083788000,1.0437880859375,-1.1566162109375,-0.291168212890625,-0.1132354736328125
1782846774093793000,1.05379296875,-1.337890625,-0.358642578125,-0.0757904052734375
1782846774103797000,1.063796875,-1.5313262939453125,-0.405029296875,0.02960205078125
1782846774113802000,1.073802001953125,-1.7205810546875,-0.431671142578125,0.178253173828125
1782846774123807000,1.083806884765625,-1.89508056640625,-0.422271728515625,0.3238067626953125
1782846774133812000,1.09381201171875,-2.078521728515625,-0.40350341796875,0.427093505859375
1782846774143816000,1.10381591796875,-2.243316650390625,-0.4156341552734375,0.4868316650390625
1782846774153821000,1.113821044921875,-2.3473968505859375,-0.4545745849609375,0.52056884765625
1782846774163825200,1.1238251953125,-2.3683319091796875,-0.5149383544921875,0.522125244140625
1782846774173830100,1.133830078125,-2.3255157470703125,-0.600433349609375,0.483367919921875
1782846774183835100,1.143835205078125,-2.2203369140625,-0.7021484375,0.420562744140625
1782846774193840000,1.153840087890625,-2.0679931640625,-0.807830810546875,0.3140106201171875
1782846774203844000,1.163843994140625,-1.963653564453125,-0.8802337646484375,0.18896484375
1782846774213849000,1.17384912109375,-1.909454345703125,-0.8981475830078125,0.0685882568359375
1782846774223854000,1.18385400390625,-1.90087890625,-0.887115478515625,-0.0416259765625
1782846774233858000,1.193858154296875,-1.9317474365234375,-0.8346710205078125,-0.130645751953125
1782846774243863000,1.203863037109375,-1.9400482177734375,-0.7119293212890625,-0.1968841552734375
1782846774253868000,1.213867919921875,-1.91156005859375,-0.50457763671875,-0.2070770263671875
1782846774263872000,1.2238720703125,-1.8168182373046875,-0.247314453125,-0.16326904296875
1782846774273877000,1.233876953125,-1.6867218017578125,-0.0137939453125,-0.0758514404296875
1782846774283882000,1.243882080078125,-1.51904296875,0.15283203125,-0.0033111572265625
1782846774293886000,1.253885986328125,-1.2831268310546875,0.2221527099609375,0.0098419189453125
1782846774303891000,1.263890869140625,-1.0074920654296875,0.190277099609375,-0.0215911865234375
1782846774313896000,1.27389599609375,-0.71466064453125,0.0770111083984375,-0.0518798828125
1782846774323900000,1.28389990234375,-0.416748046875,-0.08740234375,-0.0479888916015625
1782846774333905000,1.29390478515625,-0.13092041015625,-0.2176513671875,-0.006744384765625
1782846774343910000,1.303909912109375,0.11114501953125,-0.229736328125,0.0509796142578125
1782846774353914000,1.3139140625,0.270965576171875,-0.154754638671875,0.072174072265625
1782846774363919000,1.323919189453125,0.3054656982421875,-0.0956878662109375,0.0384368896484375
1782846774373924000,1.333924072265625,0.2494659423828125,-0.0674285888671875,0.0037994384765625
1782846774383928000,1.343927978515625,0.1760711669921875,-0.037841796875,0.00634765625
1782846774393933000,1.35393310546875,0.11163330078125,0.00091552734375,0.0194244384765625
1782846774403938000,1.36393798828125,0.059661865234375,0.0372772216796875,0.021728515625
1782846774413942000,1.37394189453125,0.043182373046875,0.0581817626953125,0.02734375
1782846774423947000,1.383947021484375,0.0665283203125,0.06048583984375,0.0325164794921875
1782846774433952000,1.393951904296875,0.0894622802734375,0.056060791015625,0.03607177734375
1782846774443956000,1.4039560546875,0.0998992919921875,0.0455780029296875,0.0393524169921875
1782846774453961000,1.4139609375,0.101470947265625,0.0511932373046875,0.046417236328125
1782846774463966200,1.42396630859375,0.091552734375,0.0621337890625,0.0352325439453125
1782846774473971200,1.43397119140625,0.0752716064453125,0.070831298828125,0.0158233642578125
1782846774483975000,1.443974853515625,0.06903076171875,0.078582763671875,-0.0001678466796875
